__contest__,__group__,BIB,ID,WithStatus([TotalRankp]),FLNAME,SEX,AGEGROUP1.NAMESHORT,ATF2,Swim,Transition1,Cycle,Transition2,Run,TIME
#1_Sprint Distance,,198,536,15.,Lorna Tate,f,F30-34,South Coast TC 2024,13:43:23,00:00:38,00:37:23,00:00:31,00:27:33,01:19:27
#1_Sprint Distance,,182,520,16.,Will O'Reilly,m,M45-49,Carrick-on-Suir TC,13:43:51,00:00:37,00:36:49,00:00:38,00:27:58,01:19:50
#1_Sprint Distance,,122,460,17.,Brendan Condon,m,M30-34,South Coast TC 2024,13:42:42,00:00:51,00:40:37,00:00:33,00:25:50,01:20:31
#1_Sprint Distance,,146,484,18.,Cillian Kirk,m,M16-19,Athy Triathlon Club,13:42:56,00:00:44,00:39:32,00:00:31,00:27:11,01:20:52
#1_Sprint Distance,,151,489,19.,Vincent Lucey,m,M55-59,South Coast TC 2024,13:44:49,00:00:48,00:36:14,00:00:38,00:28:39,01:21:05
#1_Sprint Distance,,142,480,20.,Derek Kenefick,m,M40-44,South Coast TC 2024,13:43:09,00:00:55,00:38:32,00:00:56,00:28:21,01:21:51
#1_Sprint Distance,,136,474,21.,Carl Jackson,m,M50-54,,13:42:38,00:01:27,00:40:18,00:00:57,00:26:41,01:21:57
#1_Sprint Distance,,133,471,22.,Mick Holland,m,M50-54,South Coast TC 2024,13:43:20,00:01:14,00:38:18,00:01:34,00:28:22,01:22:46
#1_Sprint Distance,,164,502,23.,Ferdia Mchugh,m,M30-34,,13:42:52,00:01:05,00:41:07,00:01:04,00:26:59,01:23:03
#1_Sprint Distance,,117,455,24.,Izabella Chidlow,f,F16-19,South Coast TC 2024,13:43:07,00:00:28,00:39:35,00:00:30,00:29:38,01:23:15
#1_Sprint Distance,,171,509,25.,Eric O Connor,m,M35-39,South Coast TC 2024,13:43:21,00:01:11,00:39:57,00:00:59,00:28:22,01:23:42
#1_Sprint Distance,,162,500,26.,Aidan McDonough,m,M20-24,,13:43:39,00:00:33,00:40:15,00:00:29,00:29:15,01:24:09
#1_Sprint Distance,,108,446,27.,Terry Broderick,m,M50-54,Blackwater Triathlon Club,13:44:07,00:01:09,00:38:29,00:01:03,00:29:41,01:24:25
#1_Sprint Distance,,154,492,28.,Sean Maher,m,M30-34,,13:42:58,00:00:44,00:40:20,00:00:45,00:30:07,01:24:51
#1_Sprint Distance,,197,535,29.,Robert Swan,m,M50-54,New Ross Triathlon Club,13:43:37,00:00:50,00:40:07,00:00:55,00:29:29,01:24:53
#1_Sprint Distance,,157,495,30.,Darragh Martin,m,M45-49,South Coast TC 2024,13:43:33,00:00:56,00:41:24,00:01:06,00:28:12,01:25:08
#1_Sprint Distance,,156,494,31.,Tomás Mahony,m,M55-59,Tried and Tested ,13:44:42,00:01:02,00:40:23,00:00:54,00:28:20,01:25:17
#1_Sprint Distance,,149,487,32.,Adam Lazaryev,m,M20-24,,13:43:44,00:00:41,00:41:19,00:00:42,00:29:45,01:26:09
#1_Sprint Distance,,200,538,33.,Kenneth Walsh,m,M40-44,South Coast TC 2024,13:44:51,00:00:42,00:39:50,00:00:44,00:30:32,01:26:31
#1_Sprint Distance,,140,478,34.,Ted Kelly,m,M40-44,South Coast TC 2024,13:44:02,00:00:52,00:42:14,00:00:53,00:28:48,01:26:46
#1_Sprint Distance,,170,508,35.,Theresa O connell,f,F45-49,South Coast TC 2024,13:44:13,00:01:04,00:41:49,00:01:04,00:28:47,01:26:54
#1_Sprint Distance,,175,513,36.,Lorcan O’muiri,m,M45-49,Tried and Tested ,13:44:20,00:00:36,00:41:44,00:00:43,00:29:38,01:26:56
#1_Sprint Distance,,109,447,37.,adrian jp byrne,m,M70-74,,13:46:17,00:00:48,00:39:01,00:00:59,00:30:06,01:26:59
#1_Sprint Distance,,193,531,38.,Gerard Sheehan,m,M40-44,Crosshaven Triathlon Club,13:43:30,00:00:50,00:44:01,00:01:03,00:28:05,01:27:28
#1_Sprint Distance,,101,439,39.,Aidan Barry,m,M55-59,South Coast TC 2024,13:44:59,00:00:52,00:40:09,00:01:10,00:30:38,01:27:42
#1_Sprint Distance,,183,521,40.,Damien Parker,m,M40-44,,13:44:28,00:00:57,00:42:08,00:01:01,00:29:51,01:28:19
#1_Sprint Distance,,1,539,41.,Brian Whyte,m,M30-34,,13:44:50,00:00:56,00:38:46,00:01:19,00:34:26,01:30:15
#1_Sprint Distance,,137,475,42.,Dermot Johnson,m,M55-59,Blackwater Triathlon Club,13:45:32,00:00:55,00:40:52,00:00:49,00:32:39,01:30:40
#1_Sprint Distance,,195,533,43.,Carol Stone,f,F40-44,South Coast TC 2024,13:45:06,00:00:53,00:43:36,00:00:48,00:31:20,01:31:39
#1_Sprint Distance,,120,458,44.,Brigid Coffey,f,F55-59,Tried and Tested ,13:45:54,00:01:00,00:42:48,00:00:39,00:32:20,01:32:35
#1_Sprint Distance,,181,519,45.,Eddie O'Regan,m,M65-69,South Coast TC 2024,13:46:39,00:01:41,00:43:36,00:01:40,00:29:09,01:32:40
#1_Sprint Distance,,166,504,46.,Robert Mulligan,m,M45-49,Limerick TC,13:45:10,00:01:23,00:42:35,00:01:24,00:32:56,01:33:22
#1_Sprint Distance,,148,486,47.,Daniel Landers,m,M25-29,South Coast TC 2024,13:45:13,00:00:52,00:44:08,00:00:49,00:32:28,01:33:24
#1_Sprint Distance,,177,515,48.,Jamie O'Driscoll,m,M30-34,,13:44:32,00:01:17,00:45:04,00:01:48,00:31:01,01:33:36
#1_Sprint Distance,,179,517,49.,Harry Oliphant,m,M25-29,,13:43:51,00:01:08,00:46:13,00:01:48,00:30:43,01:33:39
#1_Sprint Distance,,186,524,50.,Kate ruane,f,F25-29,South Coast TC 2024,13:45:29,00:01:18,00:42:00,00:01:09,00:34:25,01:34:17
#1_Sprint Distance,,107,445,51.,Pat Bradley,m,M55-59,Cobh Tri Club,13:46:48,00:01:31,00:42:01,00:01:24,00:33:51,01:35:26
#1_Sprint Distance,,103,441,52.,Adam Blaiklock,m,M40-44,,13:46:39,00:01:11,00:44:30,00:01:24,00:32:06,01:35:42
#1_Sprint Distance,,126,464,53.,Conor Fenlon,m,M40-44,Cork Triathlon Club,13:46:04,00:01:10,00:42:20,00:01:07,00:35:25,01:35:58
#1_Sprint Distance,,165,503,54.,Barry Morrissey,m,M50-54,Tried and Tested ,13:44:20,00:00:44,00:49:43,00:00:44,00:30:38,01:36:05
#1_Sprint Distance,,158,496,55.,Emma Martin,f,F45-49,South Coast TC 2024,13:45:53,00:00:44,00:48:02,00:00:42,00:31:32,01:36:43
#1_Sprint Distance,,106,444,56.,Shane Bradley,m,M50-54,,13:47:26,00:00:38,00:42:37,00:00:57,00:35:15,01:36:44
#1_Sprint Distance,,125,463,57.,Anne Dennehy,f,F45-49,Mallow TC,13:45:35,00:01:18,00:46:58,00:01:25,00:31:36,01:36:49
#1_Sprint Distance,,174,512,58.,Josephine O Sullivan,f,F45-49,South Coast TC 2024,13:46:03,00:00:41,00:47:57,00:00:38,00:31:45,01:36:53
#1_Sprint Distance,,130,468,59.,Thelma Fogarty,f,F45-49,South Coast TC 2024,13:45:54,00:01:16,00:47:14,00:00:55,00:31:46,01:36:58
#1_Sprint Distance,,152,490,60.,Ann Lyons,f,F45-49,Blackwater Triathlon Club,13:45:57,00:00:55,00:45:37,00:00:56,00:33:44,01:37:02
#1_Sprint Distance,,145,483,61.,Mark Kimmins,m,M55-59,Drogheda Triathlon Club,13:47:41,00:01:08,00:43:35,00:01:10,00:33:38,01:37:04
#1_Sprint Distance,,110,448,62.,Billy Carr,m,M60-64,South Coast TC 2024,13:47:33,00:01:21,00:41:31,00:01:31,00:35:23,01:37:09
#1_Sprint Distance,,188,526,63.,Noel Ryall,m,M60-64,,13:46:41,00:01:35,00:43:48,00:01:18,00:34:40,01:37:56
#1_Sprint Distance,,192,530,64.,Batt Sheehan,m,M55-59,South Coast TC 2024,13:46:41,00:01:37,00:43:46,00:01:21,00:34:39,01:37:56
#1_Sprint Distance,,124,462,65.,Áine Delaney,f,F40-44,South Coast TC 2024,13:46:54,00:00:49,00:46:00,00:00:42,00:35:04,01:39:21
#1_Sprint Distance,,144,482,66.,Claire Kilgannon,f,F45-49,South Coast TC 2024,13:47:30,00:01:00,00:45:12,00:01:10,00:35:12,01:39:58
#1_Sprint Distance,,143,481,67.,Yvonne Kennedy,f,F45-49,South Coast TC 2024,13:47:24,00:01:11,00:46:10,00:01:02,00:35:13,01:40:55
#1_Sprint Distance,,194,532,68.,Paul Smithers,m,M40-44,,13:46:18,00:01:10,00:47:33,00:01:08,00:34:53,01:40:58
#1_Sprint Distance,,102,440,69.,Magdalena Biernat,f,F40-44,Cobh Tri Club,13:47:08,00:01:19,00:47:44,00:01:11,00:35:28,01:42:45
#1_Sprint Distance,,147,485,70.,Gillian Landers,f,F45-49,South Coast TC 2024,13:47:48,00:00:55,00:46:37,00:00:42,00:37:20,01:43:14
#1_Sprint Distance,,112,450,71.,Daniel Carroll,m,M60-64,Cobh Tri Club,13:47:12,00:01:42,00:44:41,00:01:26,00:39:07,01:43:58
#1_Sprint Distance,,123,461,72.,Diarmuid Crowley,m,M40-44,South Coast TC 2024,13:48:02,00:01:11,00:43:48,00:01:03,00:40:41,01:44:38
#1_Sprint Distance,,141,479,73.,Joanna Kelly,f,F40-44,South Coast TC 2024,13:48:49,00:00:52,01:02:10,00:00:46,00:22:12,01:44:41
#1_Sprint Distance,,111,449,74.,Jessie Carroll,f,F25-29,South Coast TC 2024,13:45:03,00:01:01,00:51:43,00:01:48,00:35:15,01:44:47
#1_Sprint Distance,,132,470,75.,Edward Hennessy,m,M45-49,South Coast TC 2024,13:47:29,00:01:30,00:47:33,00:01:24,00:37:10,01:44:56
#1_Sprint Distance,,178,516,76.,Sean O'Keeffe,m,M16-19,,13:46:55,00:00:41,00:48:59,00:00:33,00:38:09,01:45:07
#1_Sprint Distance,,105,443,77.,Linda Bradfield,f,F50-54,Tried and Tested ,13:47:04,00:00:48,00:50:52,00:00:54,00:35:54,01:45:22
#1_Sprint Distance,,139,477,78.,Paula Kelly,f,F45-49,Predator Triathlon Club,13:48:29,00:00:46,00:47:08,00:00:42,00:39:00,01:45:55
#1_Sprint Distance,,184,522,79.,Catherine Quirke,f,F55-59,Blackwater Triathlon Club,13:50:13,00:01:06,00:48:09,00:00:38,00:37:01,01:46:58
#1_Sprint Distance,,119,457,80.,Karn Cliffe,f,F55-59,Naas TC,13:48:04,00:01:24,00:48:32,00:01:40,00:38:19,01:47:54
#1_Sprint Distance,,129,467,81.,Neasa Flynn,f,F40-44,West Cork Triathlon Club,13:49:30,00:01:06,00:46:52,00:01:15,00:39:56,01:48:27
#1_Sprint Distance,,114,452,82.,Deirdre Cashman,f,F45-49,South Coast TC 2024,13:50:35,00:01:00,00:48:34,00:01:16,00:40:14,01:51:31
#1_Sprint Distance,,128,466,83.,Gerry Fitzgerald,m,M50-54,South Coast TC 2024,13:47:15,00:01:18,00:53:59,00:01:46,00:38:11,01:52:23
#1_Sprint Distance,,199,537,84.,Olwyn Venables,f,F45-49,South Coast TC 2024,13:48:03,00:00:59,00:53:17,00:00:36,00:40:06,01:52:53
#1_Sprint Distance,,127,465,85.,Claire Fitzgerald,f,F50-54,South Coast TC 2024,13:47:14,00:01:11,01:02:03,00:00:52,00:32:54,01:54:08
#1_Sprint Distance,,100,438,86.,Johannes Ahlmann,m,M45-49,,13:50:11,00:00:52,00:45:55,00:01:22,00:47:05,01:55:13
#1_Sprint Distance,,168,506,87.,David O Brien,m,M50-54,South Coast TC 2024,13:49:04,00:00:35,00:54:01,00:00:39,00:41:12,01:55:23
#1_Sprint Distance,,196,534,88.,Aoife Swan,f,F45-49,New Ross Triathlon Club,13:50:22,00:01:16,00:48:06,00:01:45,00:44:02,01:55:27
#1_Sprint Distance,,118,456,89.,Catherine Clancy,f,F55-59,South Coast TC 2024,13:48:31,00:01:00,00:59:55,00:00:43,00:39:34,01:59:37
#1_Sprint Distance,,189,527,90.,Rosemary Ryan,f,F50-54,South Coast TC 2024,13:51:08,00:01:29,00:53:56,00:01:30,00:42:38,02:00:32
#1_Sprint Distance,,138,476,91.,Meabh Kelleher,f,F30-34,Cobh Tri Club,13:52:01,00:00:59,00:55:54,00:01:04,00:47:31,02:07:18
#1_Sprint Distance,,115,453,DNF,Stephen Chambers,m,M35-39,South Coast TC 2024,13:41:01,00:00:36,00:47:04,,,
#1_Sprint Distance,,159,497,DNF,Senan Mc Donnell,m,M16-19,Galway Triathlon Club,13:40:38,00:00:29,,,,
#1_Sprint Distance,,167,505,DNS,Eoin O Brien,m,M20-24,,,,,,,
#1_Sprint Distance,,180,518,DNS,Joanne Oneill,f,F30-34,,,,,,,
#1_Sprint Distance,,187,525,n.a.,Charles Russell,m,M50-54,Blackwater Triathlon Club,,,,,,
